id,idempotency_key,tipo,almacen_origen_id,almacen_destino_id,material_id,cantidad,created_at,motivo,ref_externa,evidencia_key,usuario_op_id,fecha,from_almacen_id,to_almacen_id,tecnico_id,nota
cd496263-c765-4517-af4d-101cec705c01,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 21:16:14.917179+00,,,,,2025-10-05 21:16:14.917179+00,,,6,smoke revert (-2)
fc5262fe-19b2-4253-801a-ef2f472efc28,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 21:16:14.823975+00,,,,,2025-10-05 21:16:14.823975+00,,,6,smoke (+2)
15d0dd6d-72c1-4ccb-8ab3-90ab2d0c56f8,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 21:05:21.634407+00,,,,,2025-10-05 21:05:21.634407+00,,,,smoke traslado vuelta
f1bf4def-01c8-4db3-b2f8-1da892444d60,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 21:05:21.122351+00,,,,,2025-10-05 21:05:21.122351+00,,,,smoke traslado ida
040e5d54-483d-46d0-9f70-c55d47e1ee6b,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 21:05:20.560841+00,,,,,2025-10-05 21:05:20.560841+00,,,6,smoke revert (-2)
9e403b50-6ef5-4625-9a3b-a1210de07e4a,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 21:05:20.470136+00,,,,,2025-10-05 21:05:20.470136+00,,,6,smoke (+2)
131c0848-f6ad-4ff8-80db-f4cd3227f9e6,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 20:59:23.570606+00,,,,,2025-10-05 20:59:23.570606+00,,,,smoke traslado vuelta
55d6084e-63df-4d80-aad5-b34cf1361f46,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 20:59:23.057143+00,,,,,2025-10-05 20:59:23.057143+00,,,,smoke traslado ida
5adde1db-82e3-475f-93cf-022cf49e8369,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 20:59:22.471516+00,,,,,2025-10-05 20:59:22.471516+00,,,6,smoke revert (-2)
088f2a67-c859-4fd8-a4ad-8b49c0bf527d,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 20:59:22.375567+00,,,,,2025-10-05 20:59:22.375567+00,,,6,smoke (+2)
88ece587-98c0-4e2d-b7b9-1ede7dac5395,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 20:59:00.792473+00,,,,,2025-10-05 20:59:00.792473+00,,,,smoke traslado vuelta
49136a81-b0bc-4eca-9dbd-9d1c6b2ff63f,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 20:59:00.279159+00,,,,,2025-10-05 20:59:00.279159+00,,,,smoke traslado ida
741ec11a-4e5e-4251-aae1-2a61b937733a,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 20:58:59.764924+00,,,,,2025-10-05 20:58:59.764924+00,,,6,smoke revert (-2)
1d5b14a8-f7aa-4818-bf5f-76e0af403dd4,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 20:58:59.667625+00,,,,,2025-10-05 20:58:59.667625+00,,,6,smoke (+2)
65b966e5-0a32-44a6-8b20-7e54022134d3,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 20:53:23.077812+00,,,,,2025-10-05 20:53:23.077812+00,,,,smoke traslado vuelta
5e429341-a5a1-44b5-8f84-ddbe9e6c14d8,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 20:53:22.562395+00,,,,,2025-10-05 20:53:22.562395+00,,,,smoke traslado ida
0b41d5ba-aafb-4ade-a8fb-eac0fa5e5377,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 20:53:22.099669+00,,,,,2025-10-05 20:53:22.099669+00,,,6,smoke revert (-2)
d94e7bf1-8454-4939-8116-7fb7a46e287f,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 20:53:22.001742+00,,,,,2025-10-05 20:53:22.001742+00,,,6,smoke (+2)
1b0eec7a-ec73-4486-8f96-476e7d0e3f3a,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 20:52:38.977134+00,,,,,2025-10-05 20:52:38.977134+00,,,,smoke traslado vuelta
1b82ee18-f2bf-4068-ab4a-18565f18027d,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 20:52:38.466893+00,,,,,2025-10-05 20:52:38.466893+00,,,,smoke traslado ida
66a0a7cd-7ea0-4372-ba78-2b65229de6a4,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 20:52:38.004692+00,,,,,2025-10-05 20:52:38.004692+00,,,6,smoke revert (-2)
051ebc1e-d452-4567-a784-f78a0b118b29,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 20:52:37.914306+00,,,,,2025-10-05 20:52:37.914306+00,,,6,smoke (+2)
4813a2de-050a-4ae4-824b-1bd6e53c71dd,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 20:44:00.638894+00,,,,,2025-10-05 20:44:00.638894+00,,,,smoke traslado vuelta
9957eb44-2eda-49fa-838b-0afad0b410bb,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 20:44:00.080464+00,,,,,2025-10-05 20:44:00.080464+00,,,,smoke traslado ida
0991cb4c-604f-4b89-8edb-934c3b730f08,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 20:43:59.501484+00,,,,,2025-10-05 20:43:59.501484+00,,,6,smoke revert (-2)
3dac3da9-0504-41d5-a5c8-ee488ab0ef70,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 20:43:59.407486+00,,,,,2025-10-05 20:43:59.407486+00,,,6,smoke (+2)
a57b36b4-1fb3-468a-b4a9-eb8c56890f90,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 20:32:47.419505+00,,,,,2025-10-05 20:32:47.419505+00,,,,smoke traslado vuelta
54a0df69-ec22-45ad-bb9c-62647224e15f,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 20:32:46.85903+00,,,,,2025-10-05 20:32:46.85903+00,,,,smoke traslado ida
0fa2fe38-692f-438a-97e2-b68d236a28b3,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 20:32:46.282031+00,,,,,2025-10-05 20:32:46.282031+00,,,6,smoke revert (-2)
b4157596-772e-4324-8854-31c405de632d,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 20:32:46.181123+00,,,,,2025-10-05 20:32:46.181123+00,,,6,smoke (+2)
c97d6c24-7421-4514-adee-2f6a0625852e,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 20:27:33.21099+00,,,,,2025-10-05 20:27:33.21099+00,,,,smoke traslado vuelta
2792c4b1-9084-446a-b922-7d09b08f6b15,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 20:27:32.655245+00,,,,,2025-10-05 20:27:32.655245+00,,,,smoke traslado ida
72b13675-149c-4394-b4fd-9c3f7f57dab3,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 20:27:32.172932+00,,,,,2025-10-05 20:27:32.172932+00,,,6,smoke revert (-2)
fb077d18-a19d-460d-baf2-4a7b147f700c,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 20:27:32.084429+00,,,,,2025-10-05 20:27:32.084429+00,,,6,smoke (+2)
268584d8-79f8-400f-b34f-831ab2ba523c,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 20:21:19.367853+00,,,,,2025-10-05 20:21:19.367853+00,,,,smoke traslado vuelta
55bae65e-a1ef-4f94-ae22-0161ced300f3,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 20:21:19.260571+00,,,,,2025-10-05 20:21:19.260571+00,,,,smoke traslado ida
c24e612e-6f51-47df-a9e6-a1d0383b3e27,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 20:21:18.695093+00,,,,,2025-10-05 20:21:18.695093+00,,,6,smoke revert (-2)
a88d13f4-9675-4b19-a1c6-9b34d2e3fce8,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 20:21:18.601623+00,,,,,2025-10-05 20:21:18.601623+00,,,6,smoke (+2)
2b7384ce-c69b-4219-83aa-1f539e41482f,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 20:20:54.731917+00,,,,,2025-10-05 20:20:54.731917+00,,,,smoke traslado vuelta
07c7b66b-4ebc-4c75-9b48-c8bfd86a2bb2,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 20:20:54.669274+00,,,,,2025-10-05 20:20:54.669274+00,,,,smoke traslado ida
8c187415-2467-4291-b01f-4c3655b595d6,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 20:20:54.194383+00,,,,,2025-10-05 20:20:54.194383+00,,,6,smoke revert (-2)
fc536a68-2afc-408f-8fc7-027cc3f57921,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 20:20:54.100174+00,,,,,2025-10-05 20:20:54.100174+00,,,6,smoke (+2)
72902c7e-0c43-4bba-95b4-a3d3e04dfcd8,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 20:14:12.496454+00,,,,,2025-10-05 20:14:12.496454+00,,,,smoke reverse
89e8e8ac-6b50-4f32-ae22-cab67b320acb,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 20:14:12.446618+00,,,,,2025-10-05 20:14:12.446618+00,,,,smoke transf->traslado
af573c45-da6e-4c7d-b93b-78e8abefbfea,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 20:14:11.944802+00,,,,,2025-10-05 20:14:11.944802+00,,,6,smoke revert (-2)
130c1e0e-7a1b-47ad-bcd3-e6287240872a,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 20:14:11.854862+00,,,,,2025-10-05 20:14:11.854862+00,,,6,smoke (+2)
8400c52e-c7f2-4449-b85f-4e2b8b1f9247,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 20:13:37.321272+00,,,,,2025-10-05 20:13:37.321272+00,,,6,
401c1376-9656-49e4-8113-70290d13f4a1,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 20:12:58.960926+00,,,,,2025-10-05 20:12:58.960926+00,,,6,
2521f495-7e6d-4e35-b570-4f4b6a669497,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 20:12:58.645535+00,,,,,2025-10-05 20:12:58.645535+00,,,6,
460306c5-58b4-4aa2-a1e6-be56c1ea1d17,,traslado,,,3,1,2025-10-05 20:12:21.069256+00,,,,,2025-10-05 20:12:21.069256+00,bdf0d98a-f0ee-4f42-a761-11be1a352e61,a1f107e4-2184-4d88-aa04-39d31aa0c02d,,smoke auto devolución
b7272132-7811-4f14-af18-3b0cc0c56d75,,traslado,,,3,1,2025-10-05 20:12:20.994458+00,,,,,2025-10-05 20:12:20.994458+00,a1f107e4-2184-4d88-aa04-39d31aa0c02d,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,smoke auto traslado
986703b0-5a81-4bab-9d41-87b4cde20836,,ingreso,,,1,1,2025-10-05 20:12:03.923875+00,,,,,2025-10-05 20:12:03.923875+00,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,[setup] preload TEC-6 ONT
18202e10-ed5e-4f6c-a62f-c3e86fc5893f,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 20:08:55.672399+00,,,,,2025-10-05 20:08:55.672399+00,,,6,smoke revert (-2)
b9a3250b-c7cc-4af1-b944-4591e4ac1589,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 20:08:55.578464+00,,,,,2025-10-05 20:08:55.578464+00,,,6,smoke (+2)
6ed8228f-b94b-46f7-9d53-106825a5da7c,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 20:08:48.734938+00,,,,,2025-10-05 20:08:48.734938+00,,,6,smoke revert (-2)
6abaa141-4f27-4668-a5be-d11e40a37d88,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 20:08:48.637247+00,,,,,2025-10-05 20:08:48.637247+00,,,6,smoke (+2)
7bd5260d-eb90-45e3-9b79-7c74ec4212ba,,ingreso,,a1f107e4-2184-4d88-aa04-39d31aa0c02d,3,1,2025-10-05 20:08:42.613431+00,,,,,2025-10-05 20:08:42.613431+00,,,,[prewarm] manual
f8d020e9-2442-4843-9fef-f05f0240edf1,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 20:05:38.60212+00,,,,,2025-10-05 20:05:38.60212+00,,,6,smoke revert (-2)
e2a082e8-2cfe-448f-a7ef-e546ad4c53a0,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 20:05:38.514437+00,,,,,2025-10-05 20:05:38.514437+00,,,6,smoke (+2)
297a26aa-f2e5-47c4-9ac2-0ccef2263932,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 20:05:20.499528+00,,,,,2025-10-05 20:05:20.499528+00,,,6,smoke revert (-2)
ebe5313d-7b08-4f5c-af86-4ebc4db51626,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 20:05:20.409742+00,,,,,2025-10-05 20:05:20.409742+00,,,6,smoke (+2)
92e2bcfb-3ef9-4aa9-965d-2138b4c5f2f8,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 19:43:08.088031+00,,,,,2025-10-05 19:43:08.088031+00,,,6,smoke revert (-2)
e048e4bc-f3ed-4a3e-9437-4826f725accb,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 19:43:07.993929+00,,,,,2025-10-05 19:43:07.993929+00,,,6,smoke (+2)
9393fae0-67ae-46cb-b1e5-3dbf8dd054ac,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 18:36:11.85892+00,,,,,2025-10-05 18:36:11.85892+00,,,6,smoke revert (-2)
122a22c7-6d03-425a-8619-beab0bf24f69,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 18:36:11.765815+00,,,,,2025-10-05 18:36:11.765815+00,,,6,smoke (+2)
46f3502f-a3bb-4903-a2cc-a9e037fa5634,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 18:35:18.533303+00,,,,,2025-10-05 18:35:18.533303+00,,,6,smoke revert (-2)
d23826c9-198f-498a-aa2a-29e1dbc0aca1,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 18:35:18.436268+00,,,,,2025-10-05 18:35:18.436268+00,,,6,smoke (+2)
95fea6ec-dfe5-4bf8-98be-c9f3e260f959,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 17:08:58.60743+00,,,,,2025-10-05 17:08:58.60743+00,,,6,smoke revert (-2)
76b21759-69b2-49f0-ac82-0b3a5666c515,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 17:08:58.514159+00,,,,,2025-10-05 17:08:58.514159+00,,,6,smoke (+2)
bd8befcb-a0d4-4faa-9e2e-33d8112f06e1,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 15:57:37.315447+00,,,,,2025-10-05 15:57:37.315447+00,,,6,
d19d5408-b911-46de-b55d-06be5452f3eb,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 15:57:36.986281+00,,,,,2025-10-05 15:57:36.986281+00,,,6,
ed71a845-faa2-4a5a-8592-bf5bc00476ab,,ingreso,,,1,1,2025-10-05 15:57:33.405432+00,,,,,2025-10-05 15:57:33.405432+00,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,[setup] preload TEC-6 ONT
4e7b7ea3-074c-4e73-8c3c-0060b6e9047a,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 15:57:32.767413+00,,,,,2025-10-05 15:57:32.767413+00,,,6,
451d70b8-ad39-4239-8799-6a2dd52678a8,,traslado,,,3,1,2025-10-05 15:57:32.021432+00,,,,,2025-10-05 15:57:32.021432+00,bdf0d98a-f0ee-4f42-a761-11be1a352e61,a1f107e4-2184-4d88-aa04-39d31aa0c02d,,smoke auto devolución
058d345a-69f7-4054-8577-50e2abf6a574,,traslado,,,3,1,2025-10-05 15:57:31.803769+00,,,,,2025-10-05 15:57:31.803769+00,a1f107e4-2184-4d88-aa04-39d31aa0c02d,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,smoke auto traslado
e6e8ebbf-45c8-45b5-8877-43e81c1b15a8,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 15:57:31.068647+00,,,,,2025-10-05 15:57:31.068647+00,,,6,
cf758f64-807e-4abb-acf0-724647c018fa,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 15:57:30.955462+00,,,,,2025-10-05 15:57:30.955462+00,,,6,
38a0393f-ae6e-4f36-853e-d21a8989fbb7,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 15:57:30.574213+00,,,,,2025-10-05 15:57:30.574213+00,,,,smoke reverse
45b7e1cb-e036-4cac-9b59-478a3027a416,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 15:57:30.535221+00,,,,,2025-10-05 15:57:30.535221+00,,,,smoke transf->traslado
cf28ba51-27ae-4169-ac81-410ec1d8363f,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 15:57:30.008113+00,,,,,2025-10-05 15:57:30.008113+00,,,6,smoke revert (-2)
11db40e1-56bc-4d45-80d5-3a509ade9ba1,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 15:57:29.915873+00,,,,,2025-10-05 15:57:29.915873+00,,,6,smoke (+2)
01e476a3-9249-4d49-86a4-c00f89cd6063,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 15:52:07.460666+00,,,,,2025-10-05 15:52:07.460666+00,,,6,
bb221fb8-f9d1-4178-ae55-4c939e896712,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 15:52:07.130618+00,,,,,2025-10-05 15:52:07.130618+00,,,6,
3349f6e4-88d3-4059-8ac5-ed853c03598c,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 15:52:07.011898+00,,,,,2025-10-05 15:52:07.011898+00,,,6,
c8b21b6b-a832-4f7a-b74f-fb5b44fa8d86,,ingreso,,,1,1,2025-10-05 15:52:03.623424+00,,,,,2025-10-05 15:52:03.623424+00,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,[setup] preload TEC-6 ONT
73ca2049-d4fc-4a83-be6a-9d2d5cf71bfc,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 15:52:03.087448+00,,,,,2025-10-05 15:52:03.087448+00,,,6,
20f3d6e7-979f-4bdb-a2a3-abbe971f492f,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 15:52:03.020784+00,,,,,2025-10-05 15:52:03.020784+00,,,6,
16e58d3e-aac5-4c0a-8f6d-b7c89b5f524a,,traslado,,,3,1,2025-10-05 15:52:02.269064+00,,,,,2025-10-05 15:52:02.269064+00,bdf0d98a-f0ee-4f42-a761-11be1a352e61,a1f107e4-2184-4d88-aa04-39d31aa0c02d,,smoke auto devolución
bd4ed396-89b7-4459-89a8-82c81913b8c5,,traslado,,,3,1,2025-10-05 15:52:02.049712+00,,,,,2025-10-05 15:52:02.049712+00,a1f107e4-2184-4d88-aa04-39d31aa0c02d,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,smoke auto traslado
b36632d2-b320-481c-b085-85c83b2a083c,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 15:52:01.262588+00,,,,,2025-10-05 15:52:01.262588+00,,,6,
de54675b-adfd-4f2a-93d7-51c029f0dcde,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 15:52:01.145359+00,,,,,2025-10-05 15:52:01.145359+00,,,6,
